FIELD 00
(00,00,00) (00,00,00) (00,00,00) (FF,00,00) (FF,00,00) (00,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,00,00) (FF,00,00) (FF,00,00) (00,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (FF,00,00) (FF,00,00) (FF,00,00) (FF,00,00) (00,00,00) (00,00,00) 
(FF,00,00) (FF,00,00) (FF,00,00) (00,FF,FF) (00,FF,FF) (FF,00,00) (FF,00,00) (FF,00,00) 
(FF,00,00) (FF,00,00) (FF,00,00) (00,FF,FF) (00,FF,FF) (FF,00,00) (FF,00,00) (FF,00,00) 
(00,00,00) (00,00,00) (FF,00,00) (FF,00,00) (FF,00,00) (FF,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,00,00) (FF,00,00) (FF,00,00) (00,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,00,00) (FF,00,00) (FF,00,00) (00,00,00) (00,00,00) (00,00,00) 
FIELD 01
(00,00,00) (00,00,00) (00,00,00) (00,FF,00) (00,FF,00) (00,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,00,00) (00,FF,00) (00,FF,00) (00,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,FF,00) (00,FF,00) (00,FF,00) (00,FF,00) (00,00,00) (00,00,00) 
(00,FF,00) (00,FF,00) (00,FF,00) (FF,00,FF) (FF,00,FF) (00,FF,00) (00,FF,00) (00,FF,00) 
(00,FF,00) (00,FF,00) (00,FF,00) (FF,00,FF) (FF,00,FF) (00,FF,00) (00,FF,00) (00,FF,00) 
(00,00,00) (00,00,00) (00,FF,00) (00,FF,00) (00,FF,00) (00,FF,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,00,00) (00,FF,00) (00,FF,00) (00,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,00,00) (00,FF,00) (00,FF,00) (00,00,00) (00,00,00) (00,00,00) 
FIELD 02
(00,00,00) (00,00,00) (00,00,00) (00,00,FF) (00,00,FF) (00,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,00,00) (00,00,FF) (00,00,FF) (00,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,00,FF) (00,00,FF) (00,00,FF) (00,00,FF) (00,00,00) (00,00,00) 
(00,00,FF) (00,00,FF) (00,00,FF) (FF,FF,00) (FF,FF,00) (00,00,FF) (00,00,FF) (00,00,FF) 
(00,00,FF) (00,00,FF) (00,00,FF) (FF,FF,00) (FF,FF,00) (00,00,FF) (00,00,FF) (00,00,FF) 
(00,00,00) (00,00,00) (00,00,FF) (00,00,FF) (00,00,FF) (00,00,FF) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,00,00) (00,00,FF) (00,00,FF) (00,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,00,00) (00,00,FF) (00,00,FF) (00,00,00) (00,00,00) (00,00,00) 
FIELD 03
(00,00,00) (00,00,00) (00,00,00) (FF,FF,00) (FF,FF,00) (00,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,00,00) (FF,FF,00) (FF,FF,00) (00,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (FF,FF,00) (FF,FF,00) (FF,FF,00) (FF,FF,00) (00,00,00) (00,00,00) 
(FF,FF,00) (FF,FF,00) (FF,FF,00) (00,00,FF) (00,00,FF) (FF,FF,00) (FF,FF,00) (FF,FF,00) 
(FF,FF,00) (FF,FF,00) (FF,FF,00) (00,00,FF) (00,00,FF) (FF,FF,00) (FF,FF,00) (FF,FF,00) 
(00,00,00) (00,00,00) (FF,FF,00) (FF,FF,00) (FF,FF,00) (FF,FF,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,00,00) (FF,FF,00) (FF,FF,00) (00,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,00,00) (FF,FF,00) (FF,FF,00) (00,00,00) (00,00,00) (00,00,00) 
FIELD 04
(00,00,00) (00,00,00) (00,00,00) (FF,00,FF) (FF,00,FF) (00,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,00,00) (FF,00,FF) (FF,00,FF) (00,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (FF,00,FF) (FF,00,FF) (FF,00,FF) (FF,00,FF) (00,00,00) (00,00,00) 
(FF,00,FF) (FF,00,FF) (FF,00,FF) (00,FF,00) (00,FF,00) (FF,00,FF) (FF,00,FF) (FF,00,FF) 
(FF,00,FF) (FF,00,FF) (FF,00,FF) (00,FF,00) (00,FF,00) (FF,00,FF) (FF,00,FF) (FF,00,FF) 
(00,00,00) (00,00,00) (FF,00,FF) (FF,00,FF) (FF,00,FF) (FF,00,FF) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,00,00) (FF,00,FF) (FF,00,FF) (00,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,00,00) (FF,00,FF) (FF,00,FF) (00,00,00) (00,00,00) (00,00,00) 
FIELD 05
(00,00,00) (00,00,00) (00,00,00) (00,FF,FF) (00,FF,FF) (00,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,00,00) (00,FF,FF) (00,FF,FF) (00,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,FF,FF) (00,FF,FF) (00,FF,FF) (00,FF,FF) (00,00,00) (00,00,00) 
(00,FF,FF) (00,FF,FF) (00,FF,FF) (FF,00,00) (FF,00,00) (00,FF,FF) (00,FF,FF) (00,FF,FF) 
(00,FF,FF) (00,FF,FF) (00,FF,FF) (FF,00,00) (FF,00,00) (00,FF,FF) (00,FF,FF) (00,FF,FF) 
(00,00,00) (00,00,00) (00,FF,FF) (00,FF,FF) (00,FF,FF) (00,FF,FF) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,00,00) (00,FF,FF) (00,FF,FF) (00,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,00,00) (00,FF,FF) (00,FF,FF) (00,00,00) (00,00,00) (00,00,00) 
FIELD 06
(00,00,00) (00,00,00) (00,00,00) (FF,FF,FF) (FF,FF,FF) (00,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,00,00) (FF,FF,FF) (FF,FF,FF) (00,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (FF,FF,FF) (FF,FF,FF) (FF,FF,FF) (FF,FF,FF) (00,00,00) (00,00,00) 
(FF,FF,FF) (FF,FF,FF) (FF,FF,FF) (40,40,40) (40,40,40) (FF,FF,FF) (FF,FF,FF) (FF,FF,FF) 
(FF,FF,FF) (FF,FF,FF) (FF,FF,FF) (40,40,40) (40,40,40) (FF,FF,FF) (FF,FF,FF) (FF,FF,FF) 
(00,00,00) (00,00,00) (FF,FF,FF) (FF,FF,FF) (FF,FF,FF) (FF,FF,FF) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,00,00) (FF,FF,FF) (FF,FF,FF) (00,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,00,00) (FF,FF,FF) (FF,FF,FF) (00,00,00) (00,00,00) (00,00,00) 
FIELD 07
(00,00,00) (00,00,00) (00,00,00) (7F,00,00) (7F,00,00) (00,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (00,00,00) (7F,00,00) (7F,00,00) (00,00,00) (00,00,00) (00,00,00) 
(00,00,00) (00,00,00) (7F,00,00) (7F,00,00) (7F,00,00) (7F,00,00) (00,00,00) (00,00,00) 
(7F,00,00) (7F,00,00) (7F,00,00) (7F,FF,FF) (7F,FF,FF) (7F,00,00) (7F,00,00) (7F,00,00) 
(7F,00,00) (7F,00,00) (7F,00,00) (7F,FF,FF) (7F,FF,FF) (7F,00,00) (7F,00,00) (7F,00,00) 
(00,00,00) (00,00,00) (7F,00,00) (7F,00,00) (7F,00,00) (7F,00,00) (00,00,00) (00,00,00) 
